max_depth,learning_rate,n_estimators,subsample,colsample_bytree,min_child_weight,reg_lambda,reg_alpha,mean_outer_R2,std_outer_R2,median_best_rounds,fold_1_R2,fold_2_R2,fold_3_R2,fold_4_R2,fold_5_R2,fold_1_best_rounds,fold_2_best_rounds,fold_3_best_rounds,fold_4_best_rounds,fold_5_best_rounds
5,0.1,1200,0.8,1.0,1,2.0,0.1,0.760530151478892,0.16626884799113076,36,0.49958462477138144,0.927736591833866,0.9320259722439159,0.7914451078914976,0.6518584606537992,24,58,167,36,10
3,0.05,600,0.8,1.0,1,2.0,0.1,0.7601651070606932,0.18426492175094036,64,0.4459866205357701,0.934208230322515,0.9558893105917227,0.7537675717532344,0.7109738021002239,64,198,325,61,23
3,0.05,900,0.8,1.0,1,2.0,0.1,0.7601651070606932,0.18426492175094036,64,0.4459866205357701,0.934208230322515,0.9558893105917227,0.7537675717532344,0.7109738021002239,64,198,325,61,23
3,0.05,1200,0.8,1.0,1,2.0,0.1,0.7601651070606932,0.18426492175094036,64,0.4459866205357701,0.934208230322515,0.9558893105917227,0.7537675717532344,0.7109738021002239,64,198,325,61,23
7,0.1,600,0.8,1.0,3,2.0,0.0,0.7591801005051633,0.12152611341689216,30,0.5525959521879282,0.8604179412088726,0.8969707575306194,0.7694559202221826,0.716459931376213,24,34,143,30,13
7,0.1,900,0.8,1.0,3,2.0,0.0,0.7591801005051633,0.12152611341689216,30,0.5525959521879282,0.8604179412088726,0.8969707575306194,0.7694559202221826,0.716459931376213,24,34,143,30,13
7,0.1,1200,0.8,1.0,3,2.0,0.0,0.7591801005051633,0.12152611341689216,30,0.5525959521879282,0.8604179412088726,0.8969707575306194,0.7694559202221826,0.716459931376213,24,34,143,30,13
7,0.1,600,1.0,1.0,3,1.0,0.0,0.7587272647896605,0.1371807169135237,20,0.6468667709102196,0.8802218914458851,0.8972616264172019,0.8200134544425978,0.5492725807323982,19,37,98,20,5
7,0.1,900,1.0,1.0,3,1.0,0.0,0.7587272647896605,0.1371807169135237,20,0.6468667709102196,0.8802218914458851,0.8972616264172019,0.8200134544425978,0.5492725807323982,19,37,98,20,5
7,0.1,1200,1.0,1.0,3,1.0,0.0,0.7587272647896605,0.1371807169135237,20,0.6468667709102196,0.8802218914458851,0.8972616264172019,0.8200134544425978,0.5492725807323982,19,37,98,20,5
7,0.02,600,1.0,1.0,3,1.0,0.0,0.7586420710720992,0.14197184283028327,109,0.537445670579223,0.8836788031670098,0.9063933678885001,0.8136444469626385,0.6520480667631251,109,199,379,102,35
7,0.02,900,1.0,1.0,3,1.0,0.0,0.7586420710720992,0.14197184283028327,109,0.537445670579223,0.8836788031670098,0.9063933678885001,0.8136444469626385,0.6520480667631251,109,199,379,102,35
7,0.02,1200,1.0,1.0,3,1.0,0.0,0.7586420710720992,0.14197184283028327,109,0.537445670579223,0.8836788031670098,0.9063933678885001,0.8136444469626385,0.6520480667631251,109,199,379,102,35
5,0.1,600,0.8,1.0,3,2.0,0.0,0.7573864273266981,0.11912884813595924,30,0.5532664037658286,0.8606207501093809,0.8870759962428713,0.7694598325057207,0.7165091540096893,24,34,142,30,13
5,0.1,900,0.8,1.0,3,2.0,0.0,0.7573864273266981,0.11912884813595924,30,0.5532664037658286,0.8606207501093809,0.8870759962428713,0.7694598325057207,0.7165091540096893,24,34,142,30,13
5,0.1,1200,0.8,1.0,3,2.0,0.0,0.7573864273266981,0.11912884813595924,30,0.5532664037658286,0.8606207501093809,0.8870759962428713,0.7694598325057207,0.7165091540096893,24,34,142,30,13
3,0.1,600,1.0,0.8,1,2.0,0.1,0.7562717088301302,0.19512999183024932,33,0.4032565429141639,0.9277272355877135,0.9423779866473215,0.7247069152168004,0.7832898637846514,33,84,125,27,13
3,0.1,900,1.0,0.8,1,2.0,0.1,0.7562717088301302,0.19512999183024932,33,0.4032565429141639,0.9277272355877135,0.9423779866473215,0.7247069152168004,0.7832898637846514,33,84,125,27,13
3,0.1,1200,1.0,0.8,1,2.0,0.1,0.7562717088301302,0.19512999183024932,33,0.4032565429141639,0.9277272355877135,0.9423779866473215,0.7247069152168004,0.7832898637846514,33,84,125,27,13
7,0.1,600,0.8,1.0,3,2.0,0.1,0.7547746183525696,0.12090280809578764,30,0.5485253390261053,0.8570746598019633,0.8897938526893066,0.7654170468786278,0.7130621933668444,24,34,148,30,13
7,0.1,900,0.8,1.0,3,2.0,0.1,0.7547746183525696,0.12090280809578764,30,0.5485253390261053,0.8570746598019633,0.8897938526893066,0.7654170468786278,0.7130621933668444,24,34,148,30,13
7,0.1,1200,0.8,1.0,3,2.0,0.1,0.7547746183525696,0.12090280809578764,30,0.5485253390261053,0.8570746598019633,0.8897938526893066,0.7654170468786278,0.7130621933668444,24,34,148,30,13
3,0.1,600,1.0,0.8,1,2.0,0.0,0.7542379969564097,0.19932622681959508,32,0.39265122563256527,0.9283570943720925,0.9424699241789801,0.7209870420424676,0.7867246985559432,32,93,90,25,13
3,0.1,900,1.0,0.8,1,2.0,0.0,0.7542379969564097,0.19932622681959508,32,0.39265122563256527,0.9283570943720925,0.9424699241789801,0.7209870420424676,0.7867246985559432,32,93,90,25,13
3,0.1,1200,1.0,0.8,1,2.0,0.0,0.7542379969564097,0.19932622681959508,32,0.39265122563256527,0.9283570943720925,0.9424699241789801,0.7209870420424676,0.7867246985559432,32,93,90,25,13
3,0.02,600,1.0,0.8,1,2.0,0.1,0.7538887862836801,0.18874279732211482,190,0.4281843976989238,0.9223702634816493,0.9559246163671667,0.7617088494290177,0.7012558044416423,190,301,437,168,51
3,0.02,900,1.0,0.8,1,2.0,0.1,0.7538887862836801,0.18874279732211482,190,0.4281843976989238,0.9223702634816493,0.9559246163671667,0.7617088494290177,0.7012558044416423,190,301,437,168,51
3,0.02,1200,1.0,0.8,1,2.0,0.1,0.7538887862836801,0.18874279732211482,190,0.4281843976989238,0.9223702634816493,0.9559246163671667,0.7617088494290177,0.7012558044416423,190,301,437,168,51
3,0.1,600,1.0,0.8,3,1.0,0.1,0.7537602420130853,0.17913619833668107,26,0.4581086382207198,0.9147713974261186,0.9228122889396035,0.8312744278345708,0.6418344576444138,26,49,39,23,7
3,0.1,900,1.0,0.8,3,1.0,0.1,0.7537602420130853,0.17913619833668107,26,0.4581086382207198,0.9147713974261186,0.9228122889396035,0.8312744278345708,0.6418344576444138,26,49,39,23,7
3,0.1,1200,1.0,0.8,3,1.0,0.1,0.7537602420130853,0.17913619833668107,26,0.4581086382207198,0.9147713974261186,0.9228122889396035,0.8312744278345708,0.6418344576444138,26,49,39,23,7
5,0.1,600,0.8,1.0,3,2.0,0.1,0.7535144635369269,0.1195165731226241,30,0.5485253390261053,0.8570635797172615,0.8835156623269382,0.7654055432474848,0.7130621933668444,24,34,163,30,13
5,0.1,900,0.8,1.0,3,2.0,0.1,0.7535144635369269,0.1195165731226241,30,0.5485253390261053,0.8570635797172615,0.8835156623269382,0.7654055432474848,0.7130621933668444,24,34,163,30,13
5,0.1,1200,0.8,1.0,3,2.0,0.1,0.7535144635369269,0.1195165731226241,30,0.5485253390261053,0.8570635797172615,0.8835156623269382,0.7654055432474848,0.7130621933668444,24,34,163,30,13
7,0.02,600,1.0,0.8,3,2.0,0.0,0.7533357099123852,0.13337247365696017,128,0.5440095322991121,0.892432993257068,0.8674764032597269,0.8081370896755287,0.6546225310704901,128,237,535,126,46
7,0.02,900,1.0,0.8,3,2.0,0.0,0.7533357099123852,0.13337247365696017,128,0.5440095322991121,0.892432993257068,0.8674764032597269,0.8081370896755287,0.6546225310704901,128,237,535,126,46
7,0.02,1200,1.0,0.8,3,2.0,0.0,0.7533357099123852,0.13337247365696017,128,0.5440095322991121,0.892432993257068,0.8674764032597269,0.8081370896755287,0.6546225310704901,128,237,535,126,46
5,0.02,600,1.0,0.8,1,2.0,0.0,0.7528987997583394,0.16966374958414795,190,0.46616479492969176,0.8977961836986057,0.9490432247554133,0.7453662376934991,0.7061235577144863,190,239,599,149,51
5,0.1,600,1.0,0.8,1,1.0,0.0,0.7527315961362969,0.19223490430762996,33,0.39983445180714516,0.9161737782154555,0.935077497556416,0.767382379853454,0.7451898732490141,33,55,126,27,9
5,0.1,900,1.0,0.8,1,1.0,0.0,0.7527315961362969,0.19223490430762996,33,0.39983445180714516,0.9161737782154555,0.935077497556416,0.767382379853454,0.7451898732490141,33,55,126,27,9
5,0.1,1200,1.0,0.8,1,1.0,0.0,0.7527315961362969,0.19223490430762996,33,0.39983445180714516,0.9161737782154555,0.935077497556416,0.767382379853454,0.7451898732490141,33,55,126,27,9
5,0.02,900,1.0,0.8,1,2.0,0.0,0.7516319079206958,0.168211832047004,190,0.46616479492969176,0.8977961836986057,0.9427087655671958,0.7453662376934991,0.7061235577144863,190,239,889,149,51
3,0.02,600,1.0,1.0,3,1.0,0.0,0.7515186998979149,0.15376150660742963,109,0.5064229863619825,0.879938150458503,0.9295738007517615,0.784320385395548,0.6573381765217794,109,176,197,99,36
3,0.02,900,1.0,1.0,3,1.0,0.0,0.7515186998979149,0.15376150660742963,109,0.5064229863619825,0.879938150458503,0.9295738007517615,0.784320385395548,0.6573381765217794,109,176,197,99,36
3,0.02,1200,1.0,1.0,3,1.0,0.0,0.7515186998979149,0.15376150660742963,109,0.5064229863619825,0.879938150458503,0.9295738007517615,0.784320385395548,0.6573381765217794,109,176,197,99,36
5,0.02,600,1.0,1.0,3,1.0,0.1,0.7514768371610792,0.13767714418933485,111,0.5378620839281745,0.8775969469746328,0.891971454793584,0.8027399487759257,0.6472137513330788,111,184,481,100,35
5,0.02,900,1.0,1.0,3,1.0,0.1,0.7514768371610792,0.13767714418933485,111,0.5378620839281745,0.8775969469746328,0.891971454793584,0.8027399487759257,0.6472137513330788,111,184,481,100,35
5,0.02,1200,1.0,1.0,3,1.0,0.1,0.7514768371610792,0.13767714418933485,111,0.5378620839281745,0.8775969469746328,0.891971454793584,0.8027399487759257,0.6472137513330788,111,184,481,100,35
5,0.02,1200,1.0,0.8,1,2.0,0.0,0.7514290820735208,0.16798176788821825,190,0.46616479492969176,0.8977961836986057,0.9416946363313209,0.7453662376934991,0.7061235577144863,190,239,1126,149,51
7,0.02,600,1.0,1.0,3,1.0,0.1,0.7512085497688203,0.13739531088067242,111,0.5378620839281745,0.877603381502863,0.89055545480785,0.8028080772721355,0.6472137513330788,111,184,485,100,35
7,0.02,900,1.0,1.0,3,1.0,0.1,0.7512085497688203,0.13739531088067242,111,0.5378620839281745,0.877603381502863,0.89055545480785,0.8028080772721355,0.6472137513330788,111,184,485,100,35
7,0.02,1200,1.0,1.0,3,1.0,0.1,0.7512085497688203,0.13739531088067242,111,0.5378620839281745,0.877603381502863,0.89055545480785,0.8028080772721355,0.6472137513330788,111,184,485,100,35
7,0.02,600,1.0,0.8,1,2.0,0.0,0.7510032396949757,0.1639179596849948,175,0.4761164464988915,0.8789182501651661,0.951849984403278,0.741811433317848,0.7063200840896953,175,202,600,150,51
7,0.1,600,1.0,0.8,1,1.0,0.0,0.7508626286720042,0.18431194892204286,33,0.4149162877834215,0.900525281682705,0.9367154559868622,0.7562863539355891,0.7458697639714431,33,40,131,27,9
7,0.1,900,1.0,0.8,1,1.0,0.0,0.7508626286720042,0.18431194892204286,33,0.4149162877834215,0.900525281682705,0.9367154559868622,0.7562863539355891,0.7458697639714431,33,40,131,27,9
7,0.1,1200,1.0,0.8,1,1.0,0.0,0.7508626286720042,0.18431194892204286,33,0.4149162877834215,0.900525281682705,0.9367154559868622,0.7562863539355891,0.7458697639714431,33,40,131,27,9
7,0.02,900,1.0,0.8,1,2.0,0.0,0.7499082332700426,0.16258547509482268,175,0.4761164464988915,0.8789182501651661,0.9463749522786128,0.741811433317848,0.7063200840896953,175,202,840,150,51
7,0.02,1200,1.0,0.8,1,2.0,0.0,0.7499082332700426,0.16258547509482268,175,0.4761164464988915,0.8789182501651661,0.9463749522786128,0.741811433317848,0.7063200840896953,175,202,840,150,51
5,0.05,600,1.0,0.8,1,2.0,0.1,0.7497487074473013,0.17051499991976338,67,0.4704908334645339,0.8899533611760071,0.9578569639096233,0.7471678281254704,0.683274550560872,67,88,147,60,19
5,0.05,900,1.0,0.8,1,2.0,0.1,0.7497487074473013,0.17051499991976338,67,0.4704908334645339,0.8899533611760071,0.9578569639096233,0.7471678281254704,0.683274550560872,67,88,147,60,19
5,0.05,1200,1.0,0.8,1,2.0,0.1,0.7497487074473013,0.17051499991976338,67,0.4704908334645339,0.8899533611760071,0.9578569639096233,0.7471678281254704,0.683274550560872,67,88,147,60,19
7,0.02,600,1.0,0.8,3,2.0,0.1,0.7493607960543763,0.1613169778565617,140,0.4819909739490522,0.8920154883460205,0.9075402593540718,0.8123098074552829,0.6529474511674542,140,237,305,132,46
7,0.02,900,1.0,0.8,3,2.0,0.1,0.7493607960543763,0.1613169778565617,140,0.4819909739490522,0.8920154883460205,0.9075402593540718,0.8123098074552829,0.6529474511674542,140,237,305,132,46
7,0.02,1200,1.0,0.8,3,2.0,0.1,0.7493607960543763,0.1613169778565617,140,0.4819909739490522,0.8920154883460205,0.9075402593540718,0.8123098074552829,0.6529474511674542,140,237,305,132,46
5,0.1,600,1.0,0.8,1,2.0,0.1,0.7483927926648071,0.18442536809602672,38,0.4169862721414159,0.8733633235558679,0.9538179301965157,0.714144308796562,0.783652128633674,38,40,76,25,13
5,0.1,900,1.0,0.8,1,2.0,0.1,0.7483927926648071,0.18442536809602672,38,0.4169862721414159,0.8733633235558679,0.9538179301965157,0.714144308796562,0.783652128633674,38,40,76,25,13
5,0.1,1200,1.0,0.8,1,2.0,0.1,0.7483927926648071,0.18442536809602672,38,0.4169862721414159,0.8733633235558679,0.9538179301965157,0.714144308796562,0.783652128633674,38,40,76,25,13
3,0.05,600,1.0,0.8,1,2.0,0.1,0.7482108722205225,0.20308088225412665,69,0.4012506902863302,0.9276905039128573,0.969601806883644,0.7609281321657221,0.6815832278540586,69,121,147,65,19
3,0.05,900,1.0,0.8,1,2.0,0.1,0.7482108722205225,0.20308088225412665,69,0.4012506902863302,0.9276905039128573,0.969601806883644,0.7609281321657221,0.6815832278540586,69,121,147,65,19
3,0.05,1200,1.0,0.8,1,2.0,0.1,0.7482108722205225,0.20308088225412665,69,0.4012506902863302,0.9276905039128573,0.969601806883644,0.7609281321657221,0.6815832278540586,69,121,147,65,19
3,0.1,600,1.0,1.0,1,1.0,0.0,0.7481029356888921,0.19808407891643454,28,0.49069084053956546,0.9477170635354638,0.9745487713091064,0.5529165718661884,0.7746414311941363,28,60,46,13,10
3,0.1,900,1.0,1.0,1,1.0,0.0,0.7481029356888921,0.19808407891643454,28,0.49069084053956546,0.9477170635354638,0.9745487713091064,0.5529165718661884,0.7746414311941363,28,60,46,13,10
3,0.1,1200,1.0,1.0,1,1.0,0.0,0.7481029356888921,0.19808407891643454,28,0.49069084053956546,0.9477170635354638,0.9745487713091064,0.5529165718661884,0.7746414311941363,28,60,46,13,10
7,0.1,600,1.0,0.8,1,2.0,0.1,0.7478184448524013,0.18445693695339463,38,0.41675558087044673,0.8747850796197564,0.9522434668671083,0.7115360610984285,0.7837720358062674,38,40,83,25,13
7,0.1,900,1.0,0.8,1,2.0,0.1,0.7478184448524013,0.18445693695339463,38,0.41675558087044673,0.8747850796197564,0.9522434668671083,0.7115360610984285,0.7837720358062674,38,40,83,25,13
7,0.1,1200,1.0,0.8,1,2.0,0.1,0.7478184448524013,0.18445693695339463,38,0.41675558087044673,0.8747850796197564,0.9522434668671083,0.7115360610984285,0.7837720358062674,38,40,83,25,13
7,0.1,600,1.0,1.0,3,1.0,0.1,0.7475183164835147,0.1464103731844532,22,0.5385398386001681,0.8784163798029613,0.8984505791664481,0.8134140320586881,0.6087707527893083,22,36,77,20,6
7,0.1,900,1.0,1.0,3,1.0,0.1,0.7475183164835147,0.1464103731844532,22,0.5385398386001681,0.8784163798029613,0.8984505791664481,0.8134140320586881,0.6087707527893083,22,36,77,20,6
7,0.1,1200,1.0,1.0,3,1.0,0.1,0.7475183164835147,0.1464103731844532,22,0.5385398386001681,0.8784163798029613,0.8984505791664481,0.8134140320586881,0.6087707527893083,22,36,77,20,6
7,0.05,600,1.0,0.8,1,1.0,0.1,0.7472908201829483,0.18208533133110208,61,0.4763928335858384,0.9267142617706136,0.9581565842634132,0.7531899773570828,0.6220004439377935,61,106,147,53,13
7,0.05,900,1.0,0.8,1,1.0,0.1,0.7472908201829483,0.18208533133110208,61,0.4763928335858384,0.9267142617706136,0.9581565842634132,0.7531899773570828,0.6220004439377935,61,106,147,53,13
7,0.05,1200,1.0,0.8,1,1.0,0.1,0.7472908201829483,0.18208533133110208,61,0.4763928335858384,0.9267142617706136,0.9581565842634132,0.7531899773570828,0.6220004439377935,61,106,147,53,13
7,0.05,600,0.8,1.0,1,2.0,0.0,0.7472796716247891,0.16376245867697684,45,0.5072654264936134,0.9371940583328581,0.9224319295225221,0.6537773725429978,0.7157295712319542,45,186,250,43,23
7,0.05,900,0.8,1.0,1,2.0,0.0,0.7472796716247891,0.16376245867697684,45,0.5072654264936134,0.9371940583328581,0.9224319295225221,0.6537773725429978,0.7157295712319542,45,186,250,43,23
7,0.05,1200,0.8,1.0,1,2.0,0.0,0.7472796716247891,0.16376245867697684,45,0.5072654264936134,0.9371940583328581,0.9224319295225221,0.6537773725429978,0.7157295712319542,45,186,250,43,23
5,0.05,600,1.0,0.8,1,1.0,0.1,0.746367556463904,0.18411127674346867,61,0.46901817818687186,0.9308269976432131,0.9536004720269212,0.7564798260249113,0.6219123084376026,61,115,147,53,13
5,0.05,900,1.0,0.8,1,1.0,0.1,0.746367556463904,0.18411127674346867,61,0.46901817818687186,0.9308269976432131,0.9536004720269212,0.7564798260249113,0.6219123084376026,61,115,147,53,13
5,0.05,1200,1.0,0.8,1,1.0,0.1,0.746367556463904,0.18411127674346867,61,0.46901817818687186,0.9308269976432131,0.9536004720269212,0.7564798260249113,0.6219123084376026,61,115,147,53,13
5,0.02,1200,0.8,1.0,1,1.0,0.1,0.7462761189364355,0.15962947882539083,110,0.5254329057674604,0.9353128767862173,0.913554155025787,0.6249538751648803,0.7321267819378332,110,1200,524,83,49
5,0.02,900,0.8,1.0,1,1.0,0.1,0.7461885031184848,0.15952578473672707,110,0.5254329057674604,0.9348747976964635,0.913554155025787,0.6249538751648803,0.7321267819378332,110,894,524,83,49
3,0.05,600,1.0,1.0,1,1.0,0.1,0.746018974411938,0.18704229084413374,59,0.5287546886692345,0.9421411382074478,0.9747259552118147,0.5544642502448145,0.7300088397263784,59,207,107,27,18
3,0.05,900,1.0,1.0,1,1.0,0.1,0.746018974411938,0.18704229084413374,59,0.5287546886692345,0.9421411382074478,0.9747259552118147,0.5544642502448145,0.7300088397263784,59,207,107,27,18
3,0.05,1200,1.0,1.0,1,1.0,0.1,0.746018974411938,0.18704229084413374,59,0.5287546886692345,0.9421411382074478,0.9747259552118147,0.5544642502448145,0.7300088397263784,59,207,107,27,18
5,0.02,600,0.8,1.0,1,1.0,0.1,0.7459520690735014,0.15924658825977747,110,0.5254329057674604,0.9336926274715466,0.913554155025787,0.6249538751648803,0.7321267819378332,110,599,524,83,49
3,0.1,600,1.0,1.0,3,1.0,0.0,0.745820391083622,0.1589096196127268,21,0.5670349638975609,0.8877575393303724,0.9197175640526157,0.8086723623423759,0.5459195257951848,20,36,39,21,5
3,0.1,900,1.0,1.0,3,1.0,0.0,0.745820391083622,0.1589096196127268,21,0.5670349638975609,0.8877575393303724,0.9197175640526157,0.8086723623423759,0.5459195257951848,20,36,39,21,5
3,0.1,1200,1.0,1.0,3,1.0,0.0,0.745820391083622,0.1589096196127268,21,0.5670349638975609,0.8877575393303724,0.9197175640526157,0.8086723623423759,0.5459195257951848,20,36,39,21,5
3,0.1,600,1.0,0.8,3,2.0,0.1,0.7456294361646512,0.17621891182450816,27,0.4867978586809618,0.8979203824957729,0.9346395299031867,0.8183108690479731,0.5904785406953617,26,48,42,27,7
3,0.1,900,1.0,0.8,3,2.0,0.1,0.7456294361646512,0.17621891182450816,27,0.4867978586809618,0.8979203824957729,0.9346395299031867,0.8183108690479731,0.5904785406953617,26,48,42,27,7
3,0.1,1200,1.0,0.8,3,2.0,0.1,0.7456294361646512,0.17621891182450816,27,0.4867978586809618,0.8979203824957729,0.9346395299031867,0.8183108690479731,0.5904785406953617,26,48,42,27,7
7,0.05,600,1.0,0.8,1,2.0,0.0,0.7456263699408148,0.16556247947882263,67,0.4710582747448432,0.8837504835133116,0.9432824797827829,0.7437201606026895,0.6863204510604471,67,83,503,60,19
7,0.05,900,1.0,0.8,1,2.0,0.0,0.7456263699408148,0.16556247947882263,67,0.4710582747448432,0.8837504835133116,0.9432824797827829,0.7437201606026895,0.6863204510604471,67,83,503,60,19
7,0.05,1200,1.0,0.8,1,2.0,0.0,0.7456263699408148,0.16556247947882263,67,0.4710582747448432,0.8837504835133116,0.9432824797827829,0.7437201606026895,0.6863204510604471,67,83,503,60,19
7,0.1,600,0.8,1.0,1,2.0,0.1,0.7454615143414735,0.16641220217228975,26,0.4999042941130325,0.9304588526090333,0.9304737575803803,0.7146122067511222,0.6518584606537992,24,66,166,26,10
7,0.1,900,0.8,1.0,1,2.0,0.1,0.7454615143414735,0.16641220217228975,26,0.4999042941130325,0.9304588526090333,0.9304737575803803,0.7146122067511222,0.6518584606537992,24,66,166,26,10
7,0.1,1200,0.8,1.0,1,2.0,0.1,0.7454615143414735,0.16641220217228975,26,0.4999042941130325,0.9304588526090333,0.9304737575803803,0.7146122067511222,0.6518584606537992,24,66,166,26,10
3,0.02,600,1.0,0.8,1,2.0,0.0,0.7449987155932236,0.18275266094609424,189,0.4422475558018545,0.911763632285618,0.9515573651239274,0.7441157480480003,0.6753092767067179,189,270,467,147,46
3,0.02,900,1.0,0.8,1,2.0,0.0,0.7449987155932236,0.18275266094609424,189,0.4422475558018545,0.911763632285618,0.9515573651239274,0.7441157480480003,0.6753092767067179,189,270,467,147,46
3,0.02,1200,1.0,0.8,1,2.0,0.0,0.7449987155932236,0.18275266094609424,189,0.4422475558018545,0.911763632285618,0.9515573651239274,0.7441157480480003,0.6753092767067179,189,270,467,147,46
5,0.05,600,0.8,1.0,1,2.0,0.0,0.7442606366919142,0.16264827871474943,45,0.5190074389361644,0.9358224758419578,0.9204430253879484,0.630322671424995,0.7157075718685053,45,184,304,40,23
5,0.05,900,0.8,1.0,1,2.0,0.0,0.7442606366919142,0.16264827871474943,45,0.5190074389361644,0.9358224758419578,0.9204430253879484,0.630322671424995,0.7157075718685053,45,184,304,40,23
5,0.05,1200,0.8,1.0,1,2.0,0.0,0.7442606366919142,0.16264827871474943,45,0.5190074389361644,0.9358224758419578,0.9204430253879484,0.630322671424995,0.7157075718685053,45,184,304,40,23
7,0.02,600,0.8,1.0,1,1.0,0.1,0.7439704320666876,0.15909035931892415,110,0.5217818565529304,0.931468472418536,0.9100690207289455,0.624402435454755,0.7321303751782704,110,409,524,83,49
7,0.02,900,0.8,1.0,1,1.0,0.1,0.7439704320666876,0.15909035931892415,110,0.5217818565529304,0.931468472418536,0.9100690207289455,0.624402435454755,0.7321303751782704,110,409,524,83,49
7,0.02,1200,0.8,1.0,1,1.0,0.1,0.7439704320666876,0.15909035931892415,110,0.5217818565529304,0.931468472418536,0.9100690207289455,0.624402435454755,0.7321303751782704,110,409,524,83,49
3,0.1,600,1.0,0.8,3,2.0,0.0,0.7436143188103845,0.17632875628737402,26,0.4814359736006385,0.9012180703215464,0.9287930153251376,0.8136369336008545,0.5929876012037449,26,49,42,25,7
3,0.1,900,1.0,0.8,3,2.0,0.0,0.7436143188103845,0.17632875628737402,26,0.4814359736006385,0.9012180703215464,0.9287930153251376,0.8136369336008545,0.5929876012037449,26,49,42,25,7
3,0.1,1200,1.0,0.8,3,2.0,0.0,0.7436143188103845,0.17632875628737402,26,0.4814359736006385,0.9012180703215464,0.9287930153251376,0.8136369336008545,0.5929876012037449,26,49,42,25,7
3,0.1,600,1.0,1.0,3,1.0,0.1,0.7428340598832829,0.17760443325498754,22,0.47183171640699484,0.8874538113924003,0.9448395297405354,0.8042544484445651,0.6057907934319191,22,37,34,21,6
3,0.1,900,1.0,1.0,3,1.0,0.1,0.7428340598832829,0.17760443325498754,22,0.47183171640699484,0.8874538113924003,0.9448395297405354,0.8042544484445651,0.6057907934319191,22,37,34,21,6
3,0.1,1200,1.0,1.0,3,1.0,0.1,0.7428340598832829,0.17760443325498754,22,0.47183171640699484,0.8874538113924003,0.9448395297405354,0.8042544484445651,0.6057907934319191,22,37,34,21,6
5,0.1,600,1.0,0.8,1,2.0,0.0,0.7426458997664117,0.18326957577842767,33,0.4064684174549117,0.8717807844919165,0.9312456741369082,0.7164580950105175,0.7872765277378044,33,40,262,25,13
5,0.1,900,1.0,0.8,1,2.0,0.0,0.7426458997664117,0.18326957577842767,33,0.4064684174549117,0.8717807844919165,0.9312456741369082,0.7164580950105175,0.7872765277378044,33,40,262,25,13
5,0.1,1200,1.0,0.8,1,2.0,0.0,0.7426458997664117,0.18326957577842767,33,0.4064684174549117,0.8717807844919165,0.9312456741369082,0.7164580950105175,0.7872765277378044,33,40,262,25,13
5,0.05,600,0.8,1.0,1,2.0,0.1,0.7415870285490603,0.17337163498793864,64,0.48088685461184866,0.9354753510830063,0.9297724371137853,0.6496605428606304,0.7121399570760313,64,205,294,43,23
5,0.05,900,0.8,1.0,1,2.0,0.1,0.7415870285490603,0.17337163498793864,64,0.48088685461184866,0.9354753510830063,0.9297724371137853,0.6496605428606304,0.7121399570760313,64,205,294,43,23
5,0.05,1200,0.8,1.0,1,2.0,0.1,0.7415870285490603,0.17337163498793864,64,0.48088685461184866,0.9354753510830063,0.9297724371137853,0.6496605428606304,0.7121399570760313,64,205,294,43,23
3,0.05,600,1.0,1.0,1,1.0,0.0,0.7415500123510987,0.19179993127888598,56,0.511771145519095,0.9448428677871585,0.9771157745783964,0.5580754929525602,0.7159447809182832,56,600,84,27,17
3,0.05,900,1.0,1.0,1,1.0,0.0,0.7414683302683919,0.19171340474461626,56,0.511771145519095,0.9444344573736245,0.9771157745783964,0.5580754929525602,0.7159447809182832,56,782,84,27,17
3,0.05,1200,1.0,1.0,1,1.0,0.0,0.7414683302683919,0.19171340474461626,56,0.511771145519095,0.9444344573736245,0.9771157745783964,0.5580754929525602,0.7159447809182832,56,782,84,27,17
7,0.1,600,1.0,0.8,1,2.0,0.0,0.740899592201457,0.18497705157474964,33,0.40193436061021226,0.8712061369533111,0.9312618577730056,0.7126302097511956,0.78746539591956,33,40,178,25,13
7,0.1,900,1.0,0.8,1,2.0,0.0,0.740899592201457,0.18497705157474964,33,0.40193436061021226,0.8712061369533111,0.9312618577730056,0.7126302097511956,0.78746539591956,33,40,178,25,13
7,0.1,1200,1.0,0.8,1,2.0,0.0,0.740899592201457,0.18497705157474964,33,0.40193436061021226,0.8712061369533111,0.9312618577730056,0.7126302097511956,0.78746539591956,33,40,178,25,13
5,0.02,1200,0.8,1.0,1,1.0,0.0,0.7408866881725023,0.16698538021729023,110,0.49516826328810115,0.9335479591705672,0.9119710108785253,0.6285363219149979,0.7352098856103195,110,1198,332,81,49
5,0.02,900,0.8,1.0,1,1.0,0.0,0.7408704401521482,0.16696663598994985,110,0.49516826328810115,0.9334667190687971,0.9119710108785253,0.6285363219149979,0.7352098856103195,110,898,332,81,49
5,0.02,600,0.8,1.0,1,1.0,0.0,0.7407646366868552,0.1668446810775509,110,0.49516826328810115,0.9329377017423324,0.9119710108785253,0.6285363219149979,0.7352098856103195,110,600,332,81,49
7,0.05,600,0.8,1.0,1,2.0,0.1,0.7407193645914933,0.17336103142698064,58,0.47896771188383047,0.9347053214314848,0.9279382980220231,0.6498455956689722,0.7121398959511566,58,205,285,43,23
